Username,Text,Label
IkmalTisep,b'Untuk kualitas Sinyal @Telkomsel area Tegal Buleud sangat lambat dan sangat tidak cocok dimasa seperti ini. Jangkauan sinyal nya di bawah rata2 tidak seperti di daerah lain. Mohon bantu untuk memperbaiki demi kenyamanan pelanggan\n \n @Telkomsel\n @myorbitid',
ArrahimRyanda,b'Sinyal telkomsel kaya tai',
baekhyuuungf,b'jaringan telkomsel napa dh jele bgt buseeet',
EkkyMuzakir,b'Sinyal @Telkomsel kacrut',
ichinnow,"b'Kemarin isi pulsa telkomsel banyak2, sinyal indosat yang bagus. Sekarang pasang paket indosat banyak2, sinyal telkomsel yang bagus. Maubeli sinyal satelit aja rasanya\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",
mamasykan,b'@pln_123 listrik padam di kp. Pilar karangasih Cikarang Utara. Ada apa min? \n Sayangnya sinyal @Telkomsel pun ikut timbul tenggelam.',
nviviel_,b'jaringan telkomsel ono masalah opo?',
xnampo,b'Ini jaringan @Telkomsel mau gini gini aja?',
pupungponeng,b'Selama ramadhan jaringan telkomsel ikutan loyo kaya orang puasa.',
askwjbsyahwjsj,b'@sbrinamell halah sinyal telkomsel po dee',
rakaekas,"b'@infotwitwor_ Yupy kalo jd reporter pas live ada kebakaran ""permisi bu, bisa dijelaskan saat ini apakah jaringan Telkomsel daerah sini terganggu dengan adanya sijago merah?""'",
Ryona132,"b'@Telkomsel min info lokasi saya jaringan telkomsel 3 hri ini melemah. sulit untuk melakukan panggilan dan akses internet. mohon dibantu mencari solusi\n lokasi desa tenggayun, kec.bukit batu'",
arbikadabra,b'Habis badai semalem sinyal Telkomsel seketika lemot',
purplepoetries,b'hari ini gue agak linglung yah... sinyal telkomsel juga lagi gak bersahabat...',
gyulthingy,"b'Matlis, ujan, sinyal telkomsel kek \xf0\x9f\x92\xa9'",
rulyosy,"b'Untung maren pilih 1st media :(\n Yang paketan di hp juga axis.......\n \n Sinyal telkomsel kemusuhan emg dirumah, masio kabel tengah laut baik2 aja wakakak'",
Jioe_Halim,"b'@Telkomsel Hanya dengan kekuatan sinyal telkomsel, aku bisa terbang ke langit ke tujuh'",
daltonieen,b'@Telkomsel Dah gua dm dari tadi.gak usah minta maaf dah biasa emang sinyal telkomsel gini. \xf0\x9f\x98\x8f\xf0\x9f\x98\x81',
autumninjulyy,"b""Ada apa dgn jaringan @Telkomsel  daerah bjb kalse min? :') aku mo me time baca webtoon dari hari minggu gagal trs nih.. lelet bgt:'))))""",
ichiyochi,b'Telkomsel jelek banget nih jaringan @Telkomsel',
AsfahanyHendry,b'Mau pesan makan di Grabfood ga bisa gara2 sinyal @Telkomsel kayak lagi di tengah2 pacific ocean.. Padahal ini di Surabaya yang katanya kota terbesar kedua di Indonesia.. BUMN kualitasnya gini banget.. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',
olafyouxx,"b'@bertanyarl Maaf, Jaringan Telkomsel, IM3, dan Tri. Jelek tempat saya. Cuman provider Xl/Axis yang kuat. Untuk apa Provider mahal, kalo jaringan dimana-mana masih ada yang UHU?'",
rilrilril12,b'Ribut mulu sama sinyal telkomsel\n Mbok ya udah ganti aja itu lho sama provider lain? Ngeribetin diri sendiri mulu perasaan',
RicheeseMatcha,b'Top banget emang jaringan Telkomsel nih',
namaku_putriiii,b'Jaringan telkomsel sedang rusak apa ???\n Mau kirim file berkas kenapa ndak terkirim terkirim padahal masih banyak ji kuotaku \xf0\x9f\x98\xab',
makansehat83,"b'Ya allah ni sinyal telkomsel @Telkomsel @TelkomIndonesia hancur semua, susah bgt sinyalnya di lantai 12 kelapa gading, udh mahal bulanannya tp pelayanan sinyalnya jelek bgt ya allah\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad, 4G cm 1 bar donk'",
syahdan1968,b'Sinyal @Telkomsel kaya ingus\n Simpati yg ga simpatik',
yoga_1721,"b'@Telkomsel kenapa ya setiap jam 15.00 keatas jaringan Telkomsel jadi lemot parah (kuota ada loh ini), ???'",
cuapcuapenak,b'Sinyal telkomsel di tarutung menggemaskan\xf0\x9f\x98\xa0',
wingvaway,b'jaringan Telkomsel kenapa dah',
eyacirrel,b'bener bener lagi parah sinyal @Telkomsel',
Cruelalwyn,"b'yaallah mau nonton pacar ak ngelive tp jaringan telkomsel bapuk :""( https://t.co/mNYdWtrFnE'",
kagiurawr,"b'Kenapa ya akhir-akhir ini jaringan telkomsel kek lemah banget... Kek biasanya buka twt tuh cepet banget fotonya ga pernah loading, tapi ini bahkan nunggu lama pun loadingnya ga kelar-kelar'",
Mrawal_,b'Jaringan telkomsel kok gini banget yah \xf0\x9f\xa5\xba',
syif_fauziaa,b'Sinyal telkomsel lagi jelek banget kah?',
tantan1804,b'ini memang sinyal telkomsel lagi gangguan ya \xf0\x9f\x98\x91',
matski1996,b'Sinyal telkomsel disini jelek amat sih zzzzzzz \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',
DIIWAWW,"b'Kamu tu prioritas lho, tapi ngilang ngilangan kayak sinyal telkomsel akhir akhir ini \xf0\x9f\x98\x8c'",
msfairymy,b'Sinyal telkomsel jelek bgt',
rdcricky,b'Di pusat kota kok sinyal @telkomsel jelek banget. aneh',
ditaku,b'Hujan seketika deras lalu listrik @pln_123 padam dan disusul dengan sinyal @Telkomsel terganggu \xf0\x9f\x99\x84#NovemberRain',
yofa_a,b'sinyal telkomsel tidak bersahabat',
funjouska,"b'Sejelek-jeleknya hubungan kita sekarang, lebih jelek lagi sinyal Telkomsel di rumah kakak gw https://t.co/NNb6M6Lvqp'",
boostersoon,b'Kenapa sih sinyal telkomsel makin hari makin parah sih \xf0\x9f\x98\xad ini gue harus ganti operator apa lagi',
DestikaDita,"b'@Telkomsel gimana sih kok makin jelek aja sinyal telkomsel??? Jangan suruh on off data internet, udh ratusan kali di coba..ttep aja sinyalnya jelek. Beli paket maxstream, ga bisa di pake sama sekali, stuck gabisa login ke app nya. Mau gimana tuh solusinya? Duitnya kebuang sia-sia'",
aprilliouz,b'Ini jaringan @Telkomsel dan @IndiHome di daerah subang emang lagi error apa gimana ya? @TelkomCare',
panah_bintangku,b'Kenapa sinyal @Telkomsel jelek banget. H terus \xf0\x9f\x98\x9e',
ddkstrs,"b'Asli dah jaringan telkomsel bapuk bgt ini, mau ganti provider takutnya lebih bapuk lagi.'",
moavee20,b'Sabarsabar ngadepin sinyal @Telkomsel di malam minggu \xf0\x9f\x98\x91',
ignasius170565,"b'Jaringan Telkomsel di Kecamatan Meranti kabupaten Landak Kalbar masih kurang memuaskan Konsumennya,jangkauan jaringannya belum bagus'",
echangyu,b'KOK JARINGAN TELKOMSEL JELEK BANGET DARI KEMARIN \xf0\x9f\x98\xad',
jyaniyespapaa,"b'@bertanyarl Aku pake by.u nder, selalu pake yg unlimited 1 bulan 140k tapi sekarang udjh naik 150k. Jaringan Telkomsel, ga lemot samsek walaupun sampe paketan nya mau abis \xf0\x9f\x98\xbb'",
nfauzia11,"b'Kudu ekstra sabar ngadepin sinyal telkomsel kalo di kedungwuni :\xe2\x80\x99) Apalagi pas ujan gini duuuh. Boro\xe2\x80\x9d nonton drakor, buka tokped shopee aja nggaisoooo. Piyee ki @Telkomsel'",
ansfrdsa,b'Sinyal telkomsel soak banget \xf0\x9f\x98\xa9',
sondesyip,b'masa mau update aplikasi harus begadang. deeeh sinyal telkomsel kok ilang2an gini???\xf0\x9f\x98\x90',
ning_bg,"b'@Dennysiregar7 @Telkomsel Kalau jalanan macet,sinyal telkomsel jg ikutan macet loh.bnar gk?'",
putudodi,"b'@byu_id Kondisi menentukan prestasi, tidak semua jaringan Telkomsel di setiap wilayah kondisi nya prima. Jadi harap periksa dulu sebelum pakai'",
cgaretsaftrmeal,b'jaringan telkomsel ternyata jelek bgt ya\xf0\x9f\xa4\xa3',
rif_arif97,b'Sinyal Telkomsel gangguan kah? @Telkomsel',
GoRama23,"b'@Dompleng1511 @Telkomsel sama ini, di rajeg sinyal telkomsel 1 bar aha, kadang malah ilang sama sekali. tolong di perluas min @telkomsel jaringan sinyal nya'",
PutraPratama013,"b'@Telkomsel saya kira jaringan TELKOMSEL sudah bner, eh ternyataaaaa msih aja.. Sbnernya knapa sih skrang telkomsel??? Dri awal thun ini lho sya ngrsa jringan down banget gk bisa pke data mlah ngrusak hp..'",
muabandung_,b'Dih malesin bgt dah sinyal Telkomsel',
bhtyls,b'ini jaringan telkomsel emang bermsalah apa gimana yaa?',
dyah_dal,b'Ini sinyal telkomsel udah beberapa hari bapuk atau hpku doang sih',
frnndoyan,b'@convomf lg memantau jaringan telkomsel yang gaje',
emilliaWRDN,b'Cape bgt sama sinyal @telkomsel kaya ga guna banget bayar mahal buat kuota.',
_fafaqih,"b'Sinyal telkomsel di kamar mandi kosong, tapi sinyal wifi full\xf0\x9f\x91\x8d'",
Andy71623080,b'@telkomsel TOLONG PERBAIKI KUALITAS JARINGAN ANDA..AREA BANTUL JOGJA KHUSUSNYA.DAERAH WIROKERTEN BUSUK BANGET JARINGAN TELKOMSEL..!!',
Rezimtakut,b'@Telkomsel Sdh saya DM mohon ditindak lanjuti sdh beberapa hari ini saya kecewa dgn jaringan telkomsel',
mhlskhar,b'sinyal telkomsel dan indihome masih trouble ya?',
daisukihyuk,b'ini sinyal telkomsel emang lagi bermasalah kah?',
peachperfumes,"b'Barusan mati listrik, sinyal telkomsel ilang. Telfon sms gabisa, internet gabisa. Panik. Lgsg kepikiran \xe2\x80\x9cwah zombie apocalypse nih?\xe2\x80\x9d Hahaha. Kebanyakan nonton zombie lu \xf0\x9f\x98\x8c\xf0\x9f\x99\x83\xf0\x9f\x99\x82'",
dwiretno_wuland,b'@AREAJULID Apaan sinyal Telkomsel gw ancur dari kmrn',
HusninPayi,"b'@Telkomsel Bukan masalah pulsa terpotong ini Bos, tapi jaringan telkomsel yang benar\xc2\xb2 lelet atau down dalam 3 minggu terakhir ini.'",
jesicajeannetta,b'sinyal @Telkomsel  knp si?',
bettertoshutup,b'Ampas banget dah sinyal telkomsel',
huzmalia,b'@Telkomsel Min sinyal telkomsel ilanggg',
farisvolt,"b'@stardhtz Owalahh kudu pakek jaringan telkomsel, koyo maxtream'",
Atika_swift,b'Sinyal Telkomsel kenapa sihh.. ga sesuai sama harga paketnya yg mehongg\xf0\x9f\x98\x92',
zetupslamsatu,b'@Nobodybutmeh_ Atau coba byu. Sinyal telkomsel harganya lebih miring',
vivivivere2,"b'@PanciBozz @Nie_Tha86 @Widya32934723 @DzauZie @Zieits_me @mylovelyb33 @Naaoolll @LONDRYES @PutryKhanza5 @rindu_namaku Maaf bozz,,, 2 hari nggak bisa mengudara. Nggak kebagian sinyal. Telkomsel parah \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'",
tweelid,"b'Wifi mati lagi, jaringan telkomsel jg begini  \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 https://t.co/0WZ5HGv6Oq'",
imyourhera_,b'Ini jgn bilang cuman jaringan Telkomsel gue yg error?',
chippybutty17,b'Sinyal telkomsel di cimahi jelek banget sih',
_AfsalMuhammad,b'Tapi internet By.U gua aman-amn aja kok. Padahal kan tetep pake jaringan Telkomsel',
kelelalay,b'@lagicapeee Monmaap mau tanya kalo tinggal di goa sinyal telkomsel masih tembus gak yah ? https://t.co/QTiQ2vpCxc',
yeoll2792,"b'emang mahal banget @Telkomsel di sini naik gillaa yang 35gb 75ribu dulu sekarang 80ribu, mana sinyal suka ilang, lemot, mahal aduhh mau pindah sama yang lebih murah gak ada jaringan di kampung cuman ada jaringan Telkomsel doang sedih \xf0\x9f\x98\xad'",
jjkookcell,b'Harus beli provider lain nih kalau sampe besok jaringan telkomsel masih bermasalah :|',
debyparamitha_,b'Sinyal Telkomsel sedang ngeselin sekaliii yha',
Izzafn_,b'kok jaringan telkomsel saiki marai emosi teros\xf0\x9f\x98\xa1',
BobbyEko,b'Sinyal telkomsel masi error?',
novdwile,b'Kenapa si sinyal telkomsel :(',
Lunie_Isamulia,b'Mencari destinasi untuk cuti yang gada sinyal Telkomsel\n \xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\x98\x89',
sabrinabrina25,b'Jaringan telkomsel pilih kasih. Di hp ku  hari ini kok jaringannya jelek banget :(',
manusia444a,b'Sinyal telkomsel gendeng ket wingi',
dafit_hartono,"b'@Telkomsel Hanya dengan kekuatan sinyal Telkomsel, aku bisa tetap terhubung dengan komunitas ku di internet baik di sosmed, zoom, game maupun maxstream sekalipun aku lagi jauhh dari perkotaan. Telkomsel memang mantap. \xf0\x9f\x91\x8d. #giveaway #giveawayindonesia #telkomsel'",
corp_slave1,"b'Padahal di rumah, sinyal telkomsel masih undlap undlup koyo silit pitik\n \n Ngising'",
pupunghardianto,b'Sinyal telkomsel nih ngaco skrg ya',
mhduwes,b'sinyal telkomsel kenapa ini!',
Nurulhexa,b'Sinyal telkomsel kenapa ya @TelkomCare kok susah',
MakGacor,b'Susah sinyal #Telkomsel',
Bangggggg7,b'Maaf kenapa dari kemaren sinyal Telkomsel selalu bermasalah buat main ML merah teruss',
ikhwandin16,"b'Sesusah itu ya jaringan @Telkomsel , lagi urgent gini duh'",
vendora_,"b'@Moehamad07Yusuf @kintong77 @Nerazzurri_Ale Bener ternyata bang  langsung DC ,Harus tetep di jaringan Telkomsel ternyata'",
KamuuDemi,"b'Min, di daerah medan kalo listrik padam kenapa sinyal @Telkomsel jg ikutan down. Serasa idup di jaman purba \xf0\x9f\xa4\x94'",
yourbunnyc,b'Jaringan Telkomsel didesa aku kenapa sih?? Gk stabil banget -_-',
oppokoee,"b'Ini sinyal telkomsel ama 3 gangguan, ap emng hp gw rada error'",
triajip25,"b'@Telkomsel tolong min,, sinyal Telkomsel di rumah saya kenapa tiba"" hilang,, setelah 3 hari kmrin hujan, susah bnget dpet sinyal 4G di dalam rumah, tidak sperti biasanya..\n Sarimulya, Cikampek, Karawang...'",
lobsterwaras,b'Emang sinyal telkomsel lagi busuk ?',
eaj_ziahpark,b'@adityajuliannn @Telkomsel Brand dari @Telkomsel donggg\n Fyi sinyal Telkomsel tuh bagus bangett sinyalnya nembus sampai daerah pedalaman.',
ArgaAufar,"b'@Telkomsel Min, Sinyal telkomsel di kecamatan sewon, desa mrisen RT 07 dikit banget, di tempatku cuman ada 1-3 sinyal.. kadang2 juga hilang, padahal daerahnya deket kota, alhasil harus keluar agak jauh untuk nyari sinyalnya'",
auliyamombsr,b'Sinyal telkomsel pas hujan deres yang menurutku agak mbambet tapi itungannya masih luancar = sinyal indosat pas lancar ngga kena gangguan apa-apa\n \n Alias masih kalah jauh kemana-mana sinyalnyaa \xf0\x9f\x98\xab\n Tau gitu tetep aktifin paketan telkomsel ..\n Indosat kena hujan deres ambyaarr.',
fluffyolanda,b'bajingan sinyal telkomsel anjg kebiasaan bgt pas lagi ditengah war tbtb sinyalnya ilang',
Son_014_,"b'Tu yg ketawa\xc2\xb2 dan marah\xc2\xb2 karna jaringan Telkomsel rusak, kalian semua kntl tau gak itu musibah malah di Bawak bercandaan ajg.\n \n Itu musibah Lo Njing bukan bahan bercandaan, apa lagi khusus anak\xc2\xb2 rantau di kota yang orang tua nya jauh / di pelosok\xc2\xb2 sana.\n \n Itu gak lucu sama sekali.'",
Mentaririska2,b'@CNNIndonesia Nahh pantesan kusut banget sinyal telkomsel \xf0\x9f\x98\xad gimana ini @Telkomsel',
iansaft,"b'Jaringan @Telkomsel parah banget brooo jauh dibanding @IndosatCare .\n Sibuk bagusin byu, jaringan sendiri nya bapuk. Hadeuh..'",
prahayagilang,"b'Sudah dua hari ini sinyal telkomsel @Telkomsel di Bantul gangguan terus, apakah sedang ada maintenance?'",
tahoeboelatenaq,b'Sebulan ini sinyal telkomsel napadah',
munnycahyani,b'Ya Allah jelek banget sinyal Telkomsel \xf0\x9f\xa5\xb2',
inamarianna,b'@Telkomsel sinyal telkomsel di daerah bantar jaya kab bogor kok jadi ilang ilangan gini ya.. ada apakah? Udah hampir semingguan niy.. terparah 2 hari ini',
elizabethbara,b'Kenapa sinyal Telkomsel jadi ngehek begini dah? \xf0\x9f\x98\x91',
Rangers_adri,b'Tumben2an ini jaringan @Telkomsel di longiram daritadi sore sampai malam ini lancar2 aja \xf0\x9f\x98\x8a smoga ttp dipertahankan dan smkin ditingkatkan ea. Credit where its due \xf0\x9f\x99\x8f',
hestyef,b'Pagi pagi kesel sama @pln_123 karena udah mati listrik 2 jam lebih dari subuh tadi. Dan sinyal @telkomsel yang kek taik. Bikin mood jelek aja.',
rianipunya,b'Terus tiap listrik padam sinyal @Telkomsel ikutan redup juga... mo gmeet gak bisa :(',
hobitypoya,"b'@bibiibiiibiiiib dan adanya sinyal telkomsel doang-,\n perbatasan riau-sumbar ada hutan sawit, pernah disitu'",
dubidubidumm,b'Kenapa sih tiap mati lampu sinyal telkomsel juga ikutan jd elek bgt????!!!!',
Adhirama13,b'Jaringan Telkomsel Semakin Buruk\n .',
nazrulmohamed_,"b'Suka ilang timbul lu ye, udah kayak sinyal Telkomsel kalo dikosan'",
me_delss,b'@Telkomsel Sinyal telkomsel ni kenapa lagi lah\xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7sekedar buka twiter aja lemot bgt.tolong donk perbaiki',
oskaden,"b'Tiap ngezoom pake sinyal telkomsel pasti kek tai, udehbindihome kek tai, telkomsel pun sama\xf0\x9f\x98\xad'",
nicmorap,b'Pantes user luar jawa ngamuk ngatain sinyal telkomsel kurang bagus. Ternyata bener \xe2\x98\xb9\xef\xb8\x8f @Telkomsel',
atsumoee,b'@T0BI00 bcs jaringan telkomsel katanya bagus',
Fikahanis1,b'Sinyal telkomsel skrg kok jelek ya disini',
RuSatria,"b'@Telkomsel ini g mna dari kemaren jaringan telkomsel gangguan ampe sekarang ,,lemot di tambah sinyal ilang lama ada lagi ilang lagi sinyal juan,,udah mahal jaringan bapuk'",
trmdn_,"b'Semingguan ini sinyal telkomsel gue buluk banget, begitu juga dengan TLKM yg juga hadeuh liatnya bikin sakit mata. Tapi pas kemeren disundul ke 3900, sinyal telkomsel gue malah ikut2an sembuh wkwkwk\n Sebuah korelasi.'",
YbyaRM,b'@mrbabymochi Gaklagi kesell ke jaringan telkomsel lemot mulu\xf0\x9f\xa4\xa3',
kainaseya,b'kenapa jaringan telkomsel jadi lelet dari kemaren\xf0\x9f\x98\xac',
AryaNi9577,b'@sara_saskia Sabar aja buat wilayah yang terdampak gangguan untuk jaringan telkomsel',
adelia_bungsu,"b'Anjimc jelek banget jaringan telkomsel, padahal towernya depan rumah'",
dracaress,"b'lu sebel gak yg seharusnya lu bisa tapi jd gabisa karena kehalang sinyal telkomsel, kampret kampretttttttt'",
AdrianReds90,b'@Telkomsel ini sinyal telkomsel kok jelek banget ya? 4G full ga ada speed nya \xf0\x9f\x91\x8e\xf0\x9f\x91\x8e\xf0\x9f\x91\x8e\xf0\x9f\x91\x8e',
brawrniez,b'tolong jaringan telkomsel di sikar knp remed bgt \xf0\x9f\x91\x8e\xf0\x9f\x8f\xbb',
unicornmetalguy,b'Ini kenapa jaringan telkomsel bapuk bener dari kemarin. Jadah.',
kiminonawaitu,b'Sinyal telkomsel rongsok abiez',
ucing57,"b'Iyo ngerti Cok aku kuliah nak Telkom,tapi ojok takok aku lek jaringan Telkomsel mbek Indihome lemot lah aku ero opo sat bangsat mbok kiro aku kuliah ngurusi iku ta?\n #telkomsel\n #IndiHome'",
0oreio0,"b'@mlbbfess Mid lane, eh tapi kadang exp kadang gold. Tau lah aku jago tergantung mood dan jaringan telkomsel'",
GagituAldi,b'Sinyal telkomsel yang ngangngong ngangong atw kosan q di tengah hutan sih..',
wreetj,b'@Tanyajago Teteeep ga ngeload di jaringan telkomsel dgn speed 100an mbps &amp; stabil https://t.co/6uoemQY6HM',
endrstwn,b'Sinyal telkomsel trouble kah?\n Enak\xe2\x80\x9d yutub an tiba\xe2\x80\x9d internet hilang \xf0\x9f\x98\x91\xf0\x9f\x98\x93\n @Telkomsel https://t.co/bVLZX3H51l',
namasayaojan,"b'@Telkomsel Selamat pagi admin. Saya mau bertanya nih,kenapa sinyal Telkomsel di daerah rumah saya pada hilang yak? Padahal gak ada listrik mati disini kan,mohon bantuannya ya admin. Makasih'",
papiuday,"b'Sinyal @Telkomsel  dibeberapa wilayah kalbar, scara khusus di kab. Sintang, kenapa bisa hilang ya? Mohon penjelasannya. Sintang sedang banjir, perekonomian hampir lumpuh, harga sembako juga berpengaruh, berimbas pada kami yg berada di pedalaman, harga gas elpiji 3kg tembus 50k.'",
mostlywonuu,b'sinyal telkomsel lagi kenapa dehh kok dari tadi mau nonton yt mandet\xc2\xb2 mulu dahal kuota masih ada terus buka aplikasi my telkomselnya juga ga keluar menu nya malah kek ngerefresh terus. lagi gangguan kah?',
oviwhy,"b'asli ini gue banget, apalagi tiap senin sinyal telkomsel sering bgt ngadet \xf0\x9f\xa4\xaf'",
Hell_n_A,b'Ini sinyal Telkomsel tai banget sih',
chptrw,"b'Belakangan ini sinyal telkomsel di rumah rusuh bgt\n Tiba2 no signal, edge,\n Kenapa yak \xf0\x9f\x99\x84'",
Leo_apunten45,b'Sinyal @Telkomsel di sini jelek bgt. Haduh haduh hampir sebulan.',
frenky_id,b'Aduh jaringan Telkomsel parah kali lelet nya \xf0\x9f\x98\xa5 ga bisa nonton bola dari tadi \xf0\x9f\x98\xab',
cloudhoshiaaa,b'JARINGAN TELKOMSEL KAYA ANJING',
pelangipg10,b'herannn kenapa sinyal telkomsel sekarang mbambet pol',
CuankiCangCiMen,b'Jaringan telkomsel kenapa lemot amat dah \xf0\x9f\x92\xa3\xf0\x9f\x92\xa3',
Lloouukii,b'@Telkomsel @TelkomIndonesia telkomsel kuota mahal jaringan kayak siput indihome speedy pun sama bayar bulanan lancar tapi jaringannya astagafirullah \n #sulawesiselatan jaringan telkomsel indihome hancur',
zalinafani,b'Sinyal telkomsel kalo udah jam segini luar biasa bikin emosi \xf0\x9f\xa5\xb2',
daltonieen,b'SAYA BENER\xc2\xb2 KECEWA DG SINYAL @Telkomsel  INI TUNAMENT BADMINTONNYA MAU SELAISAI LOH!!!\n DARI TADI GAK BISA NONTON!!',
yandikasuharto,b'Kala sinyal Telkomsel lebih tidak stabil dibanding 3.',
RahmadFadhly,"b'Kalo nanti disuruh reset jaringan atau mulai ulang handphone, udah dilakukan ya @Telkomsel . Sampe hapal hal2 yg harus dilakukan ketika jaringan bermasalah, padahal intinya bukan kendala di handphone nya. Emang di JARINGAN TELKOMSEL. AYOLAH, DARI KAPAN TAU MASALAHNYA ITU TERUS'",
arienovianti,b'@Gugyerl @Telkomsel Gw dah biasa sinyal Telkomsel butut jadi dah males komplen',
odatgoodbyes,"b'@Emil1319 @MilanistiOrId Maxstream aja bro pake jaringan telkomsel, resmi itu mah.'",
lgr_emil,"b'Mati lampu, jaringan telkomsel dan tri langsung di hp w jadi lemot banget , huft'",
RahardiSandi,"b'Sinyal telkomsel ,,,,, anjinggggggggggg bgt \xf0\x9f\x98\xa1\xf0\x9f\x98\xa3'",
AriEChester3,"b'Tolong dong sinyal telkomsel lebih baik lagi,di kosn gw sinyal nya ilang mulu,masa kalah sama 3 sih..'",
TioWii,b'Setiap malam minggu jaringan telkomsel lemot -________- haruskah saya ganti?',
Fetya_,"b'FirstMed mati.. sinyal telkomsel juga ga 4G, cuma H+, streaming ibdh online buffering mulu.. \xf0\x9f\x98\xad'",
pakemaskermu,b'Kita di Bekasi melakukan panggilan telp kok gak bisa iya? Apakah terganggu jaringan @Telkomsel krn kebakaran telkomsel Pekanbaru?',
Terlanjurgante5,"b'@Telkomsel Biar berapa kali pun diulangi sarannya tapi tetap gak guna, jaringan telkomsel aja yg gak stabil ato labil kayak cabe cabean'",
hepitanpaasmara,b'sinyal Telkomsel menaikkan tekanan darah.',
_seaandmoon_,b'ini sinyal telkomsel dibawa semua ke mandalika atau gimana anjrit lemot banget',
widya_damere,b'@triindonesia Loh kok bisa promo? Pasti pake jaringan telkomsel....\n Klarifikasi oiii jngan promo melulu',
louvamier_,b'Gabisa nonton kcon karena bikin soal ulangan harian ditambah sinyal Telkomsel yang\xf0\x9f\x92\xa5\xf0\x9f\x9a\xa8\xf0\x9f\x98\xa0\xf0\x9f\x98\xa1\xf0\x9f\xa4\xaf\xf0\x9f\x92\xa9\xf0\x9f\x91\xba\xf0\x9f\x91\xb9\xf0\x9f\x96\x95\xf0\x9f\x8f\xbb',
dv_nata001,"b'kenapa dg jaringan @Telkomsel  ,Hilang2 timbul'",
andydwim,"b'@Telkomsel makin sini jaringan telkomsel makin lemot ga kya dulu, knpa ?\n Sya kbetulan usaha konter, suka bingung klo mau rekomendasiin telkomsel soalnya jaringan sma sinyal ga bgt, tolong di perbaiki biar user2 planggan telkomsel tidak kcewa dan pindah ke provider lain'",
zsei22,b'@Telkomsel kenapa kalo mati lampu sinyal telkomsel juga ikut mati?',
rizuyaa,"b'@Telkomsel Min daerah Labuan, pandeglang Banten apakah lagi gangguan? Dari pagi sinyal telkomsel silang terus :( https://t.co/fCl4v1kcTq'",
DeavinM2,b'@Telkomsel kok sinyal telkomsel skrng jelek ya?\n Dulu kenceng. Skrng kok malah lelet.!!',
M17522147,b'@Telkomsel SUMPAH.. JARINGAN @Telkomsel SAMPAH BANGET!!!',
SaeYuu_,"b'@detikcom hilih kintil, masuk toilet aja di pabrik sinyal @telkomsel ilang wkwkwk 2G 3G 4G 5G kuatin dulu sinyal jangan mahal doang wkwkwk indosat masih nongol sinyalnya walaupun 3G, ini telkomsel ilang cok sinyalnya'",
BlueOcean2307,b'@opplless Sinyal telkomsel kecil sini.. hrs ke balkon wkwkk so sad bgt',
zeusworldd,"b'@Telkomsel kenapa sinyal telkomsel suka ilang, trus lemot bgt min'",
hoshishishi18,b'Bete bgt buka twt tpi gk bsa ngrefresh+gbsa liat ava kalian atau fto\xc2\xb2 yg lewat gragra sinyal telkomsel',
achqsa,b'jangan bilang sinyal telkomsel di rumah bosok juga kayak 3 :)',
yaterserahsihya,"b'Belakangan ini jaringan telkomsel, indihome tuh asli kayak orang bikin pingin marah terusss.. capek banget'",
iNu_superhero,"b'@nurfadli16 @sebutFakhruddin @manabisa13 @VinksPetrucci @byu_id Tinggal pilih aja kak ada di paling depan , ada yh seminggu 40k sama sebulan 140k lumayan worth it kalau sinyal telkomsel di area nya bagus'",
eajsparkling,b'@bcsilvmslf Selama sinyal telkomsel bagus by u bakalan bagus juga',
rakaWH,b'Tolonglah kenapa ini jaringan @Telkomsel',
tuentinen,b'Kok sinyal @telkomsel E sih',
tolakbigotnkri,"b'Karena cuma jaringan @Telkomsel yang sudah mengcover seluruh wilayah Indonesia, bahkan wilayah terdepan dan terluar Indonesia.\n @Je_Ly @RiriJreeng\n https://t.co/aS4rdDtOJf'",
awbby00,b'@Telkomsel Hanya dengan kakuatan sinyal Telkomsel aku bisa berkomunikasi dengan kakak ku seorang pelaut kita hanya pakai telkomsel untuk terus bisa berkomunikasi. \n Terimakasih Telkomsel \xf0\x9f\x92\x9d',
jungsaurus,"b'Sinyal telkomsel kureng, harus ganti ke 4g kali ya ?'",
dewinurpratiwi,b'Ini knp ya dr siang jaringan @Telkomsel ilang2an',
srelaksa,b'setainya tai sinyal Telkomsel lebih tai si\xf0\x9f\xa5\xb2',
bucinberuang88,b'akhir\xc2\xb2 ini sinyal telkomsel kalo ujan agak chaos ya? @Telkomsel',
Makankolak,b'Ini kuota ku mau habis atau jaringan telkomsel melambat di tempat ku',
